episode_id,cell_line_id,selected_gene,selected_index,selected_dependency,query_cost,n_queries,total_reward,n_query_cna,n_query_damaging_mutation,n_query_expression,n_query_hotspot_mutation
211,ACH-000009,SF3B1,6,-1.055715261881868,0.16,8,0.8957152618818679,2,0,6,0
212,ACH-002693,BRCA1,10,-0.5292292464401429,0.6400000000000002,32,-0.11077075355985733,13,3,16,0
213,ACH-000011,XPO1,14,-2.157182691812297,0.16,8,1.997182691812297,0,0,8,0
214,ACH-000552,KIF18A,11,-3.3760423938541426,0.21999999999999997,11,3.1560423938541424,2,0,9,0
215,ACH-001054,CNOT9,10,-0.6117724536292031,0.6400000000000002,32,-0.028227546370797163,12,4,16,0
216,ACH-000541,XPO1,3,-2.401581211040266,0.16,8,2.2415812110402658,1,0,7,0
217,ACH-002019,MYC,5,-1.6112932046635795,0.16,8,1.4512932046635796,7,0,1,0
218,ACH-000959,CNOT3,4,-1.4457334899455514,0.16,8,1.2857334899455515,2,0,6,0
219,ACH-001211,SMC4,9,-1.880001039496648,0.3,15,1.580001039496648,0,0,15,0
220,ACH-001791,NCAPD2,6,-1.2249079791554405,0.16,8,1.0649079791554406,0,0,8,0
221,ACH-001307,CHD4,6,-1.8947691351161864,0.19999999999999998,10,1.6947691351161864,0,0,10,0
222,ACH-000011,ERCC3,0,-1.1944846934684392,0.32,16,0.8744846934684392,0,0,16,0
223,ACH-000469,MYC,9,-1.704167309567036,0.6400000000000002,32,1.0641673095670359,15,1,16,0
224,ACH-001038,CTCF,7,-2.001602431485085,0.16,8,1.8416024314850852,0,0,8,0
225,ACH-000845,ZNF407,10,-0.6422668435597952,0.34,17,0.3022668435597952,4,0,13,0
226,ACH-001205,MYH9,6,-0.1129081994379621,0.6400000000000002,32,-0.5270918005620382,4,11,16,1
227,ACH-000302,CHD4,10,-0.8996935073210894,0.36000000000000004,18,0.5396935073210893,7,8,3,0
228,ACH-002291,DICER1,14,-0.7605015325277744,0.32,16,0.4405015325277744,0,0,16,0
229,ACH-000753,SF3B1,14,-1.6640224145962734,0.16,8,1.5040224145962735,0,0,8,0
230,ACH-000478,POLE,11,-1.5906705443342342,0.16,8,1.4306705443342342,3,0,5,0
231,ACH-001990,SMG8,13,-0.2706665463116333,0.6400000000000002,32,-0.36933345368836695,13,3,16,0
232,ACH-002693,PCBP1,10,-1.0777625975916714,0.32,16,0.7577625975916713,0,0,16,0
233,ACH-000753,EIF2B3,15,-1.1252676213365356,0.16,8,0.9652676213365355,0,0,8,0
234,ACH-002055,MAX,7,-1.388265109410923,0.6400000000000002,32,0.7482651094109228,8,9,15,0
235,ACH-000018,PCBP1,15,-1.1128961804699882,0.16,8,0.9528961804699881,0,0,8,0
236,ACH-000371,ZNF407,7,-0.6335577862332185,0.16,8,0.4735577862332184,1,0,7,0
237,ACH-000172,MTOR,1,-0.8023184532404959,0.3,15,0.5023184532404958,0,0,15,0
238,ACH-000766,NCAPD2,9,-1.3238624859228776,0.16,8,1.1638624859228777,2,0,6,0
239,ACH-000381,TRAPPC8,10,-0.9244750217013552,0.16,8,0.7644750217013552,2,0,6,0
240,ACH-001205,ERCC2,9,-1.50884884245102,0.32,16,1.18884884245102,0,0,16,0
241,ACH-000272,ERCC3,12,-0.8337132859293974,0.19999999999999998,10,0.6337132859293975,0,6,4,0
242,ACH-001737,CTCF,7,-1.9413137095522748,0.16,8,1.7813137095522749,1,0,7,0
243,ACH-000637,SMC4,4,-1.4764722967907464,0.23999999999999996,12,1.2364722967907464,1,0,11,0
244,ACH-002019,ZNF407,8,-0.8023382935235756,0.46000000000000013,23,0.3423382935235754,16,3,4,0
245,ACH-000627,ERCC2,12,-1.1064423954366658,0.3,15,0.8064423954366657,3,0,12,0
246,ACH-000018,POLE,13,-1.2277068699050484,0.16,8,1.0677068699050485,0,0,8,0
247,ACH-002291,XRCC5,6,-0.8404374449262471,0.16,8,0.680437444926247,0,0,8,0
